param_1,param_2,param_3,param_4,param_5,param_7,param_11,param_13,param_15,param_16,param_17,param_18,param_19
3876.0,2500.0,3876.0,2500.0,5779.0,3000.0,372.0,50.0,0.9,0.85,0.75,0.0,185.0
